time,heating_kw,ecs_kw,total_kw
2023-01-11 13:00:00,4000.436550116441,1881.85502283105,5882.291572947492
2023-01-11 14:00:00,3860.5594430395768,1881.85502283105,5742.414465870626
2023-01-11 15:00:00,3739.2869283166647,1881.85502283105,5621.141951147714
2023-01-11 16:00:00,3655.5624407960686,1881.85502283105,5537.417463627118
2023-01-11 17:00:00,3635.732589521854,1881.85502283105,5517.587612352904
2023-01-11 18:00:00,3641.9687419967604,1881.85502283105,5523.82376482781
2023-01-11 19:00:00,3651.22711151252,1881.85502283105,5533.08213434357
2023-01-11 20:00:00,3721.5177687103696,0.0,3721.5177687103696
2023-01-11 21:00:00,3798.300772044677,0.0,3798.300772044677
2023-01-11 22:00:00,3851.455478259785,0.0,3851.455478259785
2023-01-11 23:00:00,3898.464341479634,0.0,3898.464341479634
2023-01-12 00:00:00,3923.412231586212,0.0,3923.412231586212
2023-01-12 01:00:00,3960.600041808991,0.0,3960.600041808991
2023-01-12 02:00:00,4001.336177383077,0.0,4001.336177383077
2023-01-12 03:00:00,4039.0109980527754,0.0,4039.0109980527754
2023-01-12 04:00:00,4086.03104172033,0.0,4086.03104172033
2023-01-12 05:00:00,4151.920660298838,0.0,4151.920660298838
2023-01-12 06:00:00,4261.538743305483,0.0,4261.538743305483
2023-01-12 07:00:00,4393.301790096032,0.0,4393.301790096032
2023-01-12 08:00:00,4501.629872777546,1881.85502283105,6383.484895608595
2023-01-12 09:00:00,4598.072477687859,1881.85502283105,6479.927500518908
2023-01-12 10:00:00,4644.681052436343,1881.85502283105,6526.536075267393
2023-01-12 11:00:00,4553.874302588508,1881.85502283105,6435.729325419557
2023-01-12 12:00:00,4380.370891598894,1881.85502283105,6262.225914429944
2023-01-12 13:00:00,4189.000161981951,1881.85502283105,6070.855184813001
2023-01-12 14:00:00,4047.0071153736453,1881.85502283105,5928.862138204695
2023-01-12 15:00:00,3948.0934848706825,1881.85502283105,5829.9485077017325
2023-01-12 16:00:00,3957.822093866314,1881.85502283105,5839.677116697364
2023-01-12 17:00:00,4039.533958712387,1881.85502283105,5921.388981543438
2023-01-12 18:00:00,4165.533378708936,1881.85502283105,6047.388401539985
2023-01-12 19:00:00,4291.367539728668,1881.85502283105,6173.222562559718
2023-01-12 20:00:00,4417.775539775957,0.0,4417.775539775957
2023-01-12 21:00:00,4533.449511724924,0.0,4533.449511724924
2023-01-12 22:00:00,4647.025691468009,0.0,4647.025691468009
2023-01-12 23:00:00,4753.344371130354,0.0,4753.344371130354
2023-01-13 00:00:00,4865.85699390743,0.0,4865.85699390743
2023-01-13 01:00:00,5012.334756022921,0.0,5012.334756022921
2023-01-13 02:00:00,5150.067495414214,0.0,5150.067495414214
2023-01-13 03:00:00,5269.638589486094,0.0,5269.638589486094
2023-01-13 04:00:00,5317.065072237359,0.0,5317.065072237359
2023-01-13 05:00:00,5361.401202159406,0.0,5361.401202159406
2023-01-13 06:00:00,5403.002182102232,0.0,5403.002182102232
2023-01-13 07:00:00,5448.070806366452,0.0,5448.070806366452
2023-01-13 08:00:00,5501.449689928901,1881.85502283105,7383.304712759951
2023-01-13 09:00:00,5508.661950847219,1881.85502283105,7390.516973678268
2023-01-13 10:00:00,5491.953567521341,1881.85502283105,7373.808590352392
2023-01-13 11:00:00,5345.842433606808,1881.85502283105,7227.697456437858
2023-01-13 12:00:00,5111.477030143411,1881.85502283105,6993.3320529744615
2023-01-13 13:00:00,4843.294763273758,1881.85502283105,6725.149786104808
